event_time,cumulative_possession_away,cumulative_possession_home,avg_pass_length_home,avg_pass_duration_home,cumulative_num_passes_home,avg_pass_length_away,avg_pass_duration_away,cumulative_num_passes_away,cumulative_shots_attempted_home,cumulative_shots_attempted_away,location_x_home,location_y_home,location_x_away,location_y_away,time_to_home_goal,time_to_away_goal
2814,63.490841999999994,47.05662100000001,17.144481407142855,1.5150612142857143,14.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,100.9,75.0,105.2,65.0,,2752.0
2815,63.490841999999994,47.05662100000001,17.144481407142855,1.5150612142857143,14.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,100.9,75.0,105.2,65.0,,2751.0
2816,63.490841999999994,47.05662100000001,17.144481407142855,1.5150612142857143,14.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,100.9,75.0,105.2,65.0,,2750.0
2817,63.490841999999994,48.33484800000001,16.721824513333335,1.4992722666666667,15.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,102.4,69.4,105.2,65.0,,2749.0
2818,63.490841999999994,49.40886400000001,16.0702620125,1.4608670000000001,16.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,107.9,60.4,105.2,65.0,,2748.0
2819,63.490841999999994,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,103.6,55.2,105.2,65.0,,2747.0
2820,64.295424,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,103.6,55.2,14.3,28.3,,2746.0
2821,66.044223,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.26744435,1.7380358500000004,20.0,0.0,0.0,103.6,55.2,14.5,26.8,,2745.0
2822,66.044223,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.26744435,1.7380358500000004,20.0,0.0,0.0,103.6,55.2,14.5,26.8,,2744.0
2823,67.25525400000001,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.551529952380957,1.712940380952381,21.0,0.0,0.0,103.6,55.2,25.2,25.3,,2743.0
2824,68.442266,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.551529952380957,1.712940380952381,21.0,0.0,0.0,103.6,55.2,45.9,37.9,,2742.0
2825,70.72895,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.301856500000003,1.7390196363636365,22.0,0.0,0.0,103.6,55.2,42.8,38.9,,2741.0
2826,70.72895,50.050807000000006,16.0702620125,1.4608670000000001,16.0,18.301856500000003,1.7390196363636365,22.0,0.0,0.0,103.6,55.2,42.8,38.9,,2740.0
2827,72.643213,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.67406454782609,1.7214193043478263,23.0,0.0,0.0,103.6,55.2,49.4,48.4,,2739.0
2828,72.643213,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.67406454782609,1.7214193043478263,23.0,0.0,0.0,103.6,55.2,49.4,48.4,,2738.0
2829,73.758717,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.67406454782609,1.7214193043478263,23.0,0.0,0.0,103.6,55.2,48.0,44.8,,2737.0
2830,75.152004,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.80995256666667,1.7077471250000003,24.0,0.0,0.0,103.6,55.2,49.9,49.0,,2736.0
2831,80.33088000000001,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.80995256666667,1.7077471250000003,24.0,0.0,0.0,103.6,55.2,59.7,67.5,,2735.0
2832,80.33088000000001,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.80995256666667,1.7077471250000003,24.0,0.0,0.0,103.6,55.2,59.7,67.5,,2734.0
2833,80.33088000000001,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.80995256666667,1.7077471250000003,24.0,0.0,0.0,103.6,55.2,59.7,67.5,,2733.0
2834,80.33088000000001,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.80995256666667,1.7077471250000003,24.0,0.0,0.0,103.6,55.2,59.7,67.5,,2732.0
2835,80.33088000000001,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.80995256666667,1.7077471250000003,24.0,0.0,0.0,103.6,55.2,59.7,67.5,,2731.0
2836,82.369478,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.920155264000005,1.7209811600000002,25.0,0.0,0.0,103.6,55.2,86.5,69.1,,2730.0
2837,82.369478,50.050807000000006,16.0702620125,1.4608670000000001,16.0,17.920155264000005,1.7209811600000002,25.0,0.0,0.0,103.6,55.2,86.5,69.1,,2729.0
